"","LAV_BLDG","LLIVING","YR_BUILT","LU","lmres"
"182",13.2227515514356,6.68461172766793,1900,"CD",0.321514068385212
"183",13.2807337133758,6.82437367004309,1900,"CD",0.289380271313878
"184",13.5471081002444,8.18535022317869,1899,"E",-0.552588242837929
"185",13.5821904001985,8.21338173703457,1906,"E",-0.535580153292934
"186",11.4317154095447,8.08363720314155,1900,"R3",-1.25910633439252
"187",12.7705338184621,8.13211877295581,1900,"R2",0.0772157122480683
"188",12.5875865328158,8.06871619271478,1900,"R3",-0.0936144149219474
"189",12.6961852276986,8.01730750768858,1900,"R3",0.0481316652499082
"190",12.7628272011846,8.20028826028755,1900,"R3",-0.00320902321687003
"191",12.6011506607519,7.75448154747038,1900,"R2",0.151326170573285
"192",12.3690414738083,8.02518932189084,1899,"R2",-0.255330466764775
"193",12.2346601023821,7.9665866976384,1900,"R3",-0.380689604053785
"194",12.7122876567385,8.37470754311948,1900,"R3",-0.166210949591701
"195",12.814478597635,8.37008432637803,1900,"R3",-0.0610390426088614
"196",12.7547719217242,8.2445967563825,1900,"R3",-0.0398336152532507
"197",11.4119995463803,7.02286808608264,1910,"R1",-0.538821348784081
"198",12.6628643808037,8.13300021858361,1900,"R3",-0.0597857378732055
"199",12.6660259389224,7.85554467791566,1900,"R3",0.122274107615009
"200",12.5807348444833,8.03398273468322,1900,"R3",-0.078070601109137
"201",12.6622308679539,8.10982627601848,1910,"R3",-0.0454771139521399
"202",12.2258752728264,7.36518012602101,1900,"R2",0.0270652601389681
"203",12.1914664931408,7.5847730776122,1900,"R1",-0.121660522878074
"204",12.5745279280044,8.09894674894334,1900,"R2",-0.0974014603266116
"205",12.8188228890181,8.40223117294656,1910,"R3",-0.0774224533347383
"206",12.768541502448,8.14757773620177,1900,"R3",0.0364920654885971
"207",12.8964660378935,8.36334246659798,1900,"R3",0.0252954262417644
"208",12.4799093111599,7.58375630070711,1900,"R2",0.140165355625386
"209",12.0639328783691,7.01301578963963,1920,"R1",0.11946456479694
"210",12.2500895309469,7.58781721999343,1900,"R2",-0.0922728314996044
"211",12.3322646707679,7.94449216393216,1900,"R3",-0.268838882101285
"212",12.7556380976121,7.96380795323145,1900,"R3",0.142080075041121
"213",12.7920409916255,7.44775128004791,1880,"R3",0.511226927945657
"214",12.7920409916255,7.79934339821592,1900,"R3",0.284526723504098
"215",12.7101757235353,7.94449216393216,1900,"R3",0.109072170666119
"216",12.518691203272,7.93343838762749,1900,"R3",-0.0752850756379154
"217",13.1671455201762,8.41094339157353,1899,"R4",1.30555898723465
"218",12.0411980023399,7.04403289727469,1900,"R1",0.0767304217800144
"219",12.3942105876456,7.87321705486274,1900,"R2",-0.132172398612416
"220",12.7242710236256,7.88608140177575,1899,"R3",0.160829668053167
"221",12.5245263766487,7.88608140177575,1900,"R3",-0.0389149789237023
"222",12.691888106292,8.07059353994952,1900,"R3",0.00947667919495841
"223",12.4320122841464,7.8578675593318,1900,"R2",-0.0844736265085689
"224",12.7035090321771,7.67508185771633,1900,"R3",0.276116345797277
"225",12.6565111192811,7.61035761831284,1900,"R3",0.270851445522616
"226",12.8481896549773,7.61035761831284,1900,"R3",0.462529981218886
"227",12.6287225783924,7.93773177526011,1900,"R2",0.0607416735582934
"228",12.5872450610693,7.69439280262942,1900,"R4",1.18767731811869
"229",10.9920495053507,7.41336733569524,1900,"R1",-1.21055820512313
"230",11.9978177067097,7.50439155916124,1900,"R1",-0.263480767870004
"231",12.2496109475447,7.69165682281055,1900,"R3",-0.188468974928699
"232",12.5510797846012,7.64396194900253,1900,"R3",0.143752649475408
"233",13.1207620960374,7.82404601085629,1989,"C",0.718073415676929
"234",12.8510794507622,8.20275638165564,1920,"R3",0.0834518265829429
"235",13.0898401856988,8.20275638165564,1910,"R3",0.322212561519528
"236",12.3875605215756,7.83478810738819,1910,"R2",-0.114044178143055
"237",12.1079083967429,7.39264752072162,1910,"R2",-0.108612092580127
"238",12.9992913798143,8.07184314960916,1899,"RC",0.404590617254792
"239",12.1199699464768,7.56837926783652,1920,"R2",-0.209859177878857
"240",12.6280670555895,7.81762544305337,1910,"R3",0.108764857397763
"241",12.4886165401258,7.9359451033537,1910,"R3",-0.106976023502199
"242",12.7269476051492,8.07496035911586,1910,"R3",0.0417205324599378
"243",12.9319290004998,8.06620756800626,1910,"R3",0.252345568357257
"244",12.4734244515087,7.91899248816525,1910,"R2",-0.0824737017619827
"245",12.9099124556289,8.20849175174038,1910,"R3",0.138586769110984
"246",12.5855359510993,8.11701408773731,1910,"R3",-0.12680660109975
"247",12.4938797101701,7.94342776787637,1910,"R2",-0.077773867127044
"248",12.5069177045082,7.85438121065236,1910,"R2",-0.00732027191400127
"249",12.7182972902099,7.91717198884578,1910,"R2",0.163572961796409
"250",12.784930679688,8.3537326422632,1910,"R3",-0.0800436919777812
"251",12.4399582933763,7.81520706218909,1910,"R2",-0.04902090445978
"252",12.867213029955,8.03138533062553,1910,"R3",0.210082343267787
"253",12.6329730343584,8.10349427838097,1910,"R3",-0.0706521906120092
"254",11.5051452776513,8.45489216521886,1899,"RC",-1.33653852480782
"256",11.6377503154157,7.43838353004431,1997,"C",-0.516270210206053
"257",12.9522865470268,8.41847721847708,1899,"RC",0.134082440057211
"258",12.7239731829681,8.48879371689454,1915,"RC",-0.139569723545424
"259",12.9312028719432,8.21932609390609,1899,"RC",0.241407788731705
"260",12.7593828809023,8.06274790108635,1899,"RC",0.170546569202229
"261",12.6494755929787,7.89878235697031,1899,"RC",0.166361282574231
"262",11.9978177067097,6.87626461189077,1914,"C",0.206241237939641
"263",12.5478877265619,8.07090608878782,1899,"C",-0.0139718431436611
"264",11.2847693718325,6.61740297797448,1899,"C",-0.339897822529872
"265",12.2666972673466,7.61381868480863,1899,"RC",-0.0326776490291554
"266",12.6533192876533,7.99699040583765,1899,"RC",0.10688221315488
"267",12.0889768736539,6.78897174299217,1899,"C",0.353685259415619
"268",13.94161443476,9.5034576469179,1899,"C",0.456071669898265
"269",12.3251881264203,7.99023818572036,1930,"C",-0.184658246252943
"270",12.2457740123817,7.60887062919126,1899,"RC",-0.0504104877074313
"271",11.8501117323251,7.65539064482615,1899,"C",-0.443831034849276
"272",12.9863145329411,8.11252776347864,1899,"RC",0.365381071167733
"273",12.9899741893586,7.85554467791566,1900,"R4",1.48649864761008
"274",12.6884987947745,8.07215530818825,1910,"R3",0.00508036791629677
"275",13.1092781378557,8.56541176368671,1910,"RC",0.196333307993551
"276",12.4219901517526,7.54908271081229,1905,"R2",0.104603096477545
"277",12.7293207892947,8.26178467951475,1900,"R3",-0.0763672079731556
"278",12.5991277335617,8.28853445941392,1905,"R3",-0.223808035367044
"279",12.9374785382072,8.37793112408273,1900,"R3",0.0569014254895415
"280",12.4049235042753,8.02518932189084,1905,"R2",-0.21944843629775
"281",12.6807528226598,8.10409905614358,1905,"R3",-0.0232623520146528
"282",13.023090958287,8.13211877295581,1900,"R3",0.301009179722693
"283",12.7902416635204,8.11611843160937,1910,"R3",0.0784766141059694
"284",12.4614897573947,8.16166045205628,1900,"R3",-0.279639958667526
"285",12.7599577587566,8.19863945529737,1900,"R3",-0.00501534616903164
"286",11.7582218209256,8.09712193091871,1900,"R3",-0.941294630275981
"287",12.540399725805,7.52833176670725,1905,"R2",0.236392501953538
"288",12.5609459675223,7.52833176670725,1930,"R3",0.228175071320534
"289",12.9875053909575,7.73848812249465,1905,"R3",0.519229498028451
"290",12.2709236178498,7.32646561384032,1920,"R2",0.0970760186315936
"292",12.1995514285399,7.10496544826984,1905,"R2",0.168523108321224
"295",12.3423502638227,7.49443021503157,1905,"R1",0.0874746828006757
"296",14.5468201996186,9.46962296990626,1910,"E",-0.380951857330457
"297",11.8837991283088,7.72134861261795,1925,"C",-0.452672137117672
"298",11.8041014266763,7.39756153552405,1930,"C",-0.323597819186178
"299",12.9343456280655,7.99023818572036,1910,"RC",0.392262262316296
"300",11.5208936346194,8.16166045205628,1900,"R3",-1.2202360814428
"301",12.845819049363,8.24695803256818,1900,"R3",0.0496910044384413
"302",12.0057907633592,8.04012466444838,1900,"R3",-0.656974886860891
"303",12.6260979049697,8.08733292647335,1900,"R3",-0.067106774168832
"304",12.4595513966405,8.26873183211774,1900,"R3",-0.35061599829876
"305",12.88181931141,8.31238059678675,1900,"R3",0.0435079867215524
"306",12.83494793607,8.40245551394581,1910,"R3",-0.0614420572797537
"307",12.7866108817075,8.27792025817214,1900,"R3",-0.02948104326924
"309",12.3929670641693,8.17188200612782,1899,"R3",-0.35475332408947
"310",12.5913350463208,8.24538446812075,1930,"R3",-0.203778392861746
"311",13.1493947164554,8.02715010683277,2007,"R3",0.494994825056352
"312",12.5848514883758,7.69848278788095,1900,"R3",0.142370307748473
"313",12.6071950042042,8.15306194680105,1900,"R3",-0.128390552024703
"314",12.0725412529057,7.08757370555797,1860,"R1",0.0799993509109801
"315",12.3783438664706,7.52779398772144,1905,"R2",0.0746833927302362
"316",12.7745065819165,7.84893372636407,1900,"R3",0.235017371955963
"317",12.7299132063737,8.24695803256818,1900,"R3",-0.0662148385509024
"318",12.2562903616908,8.22228507387272,1900,"R3",-0.523929008120167
"319",12.6125372539714,8.17526610411206,1900,"R3",-0.137365139131091
"320",12.6625476745461,8.17526610411206,1900,"R3",-0.0873547185564298
"321",12.8418555087005,8.13035354743124,1900,"R3",0.120911915455632
"323",12.4630377453199,6.40687998606931,2015,"CD",-0.259123361023352
"324",12.5032098767527,6.4831073514572,2015,"CD",-0.268101248673778
"325",12.5581369769112,6.58340922215876,2015,"CD",-0.277846970853818
"326",12.9628986027533,7.89543600694297,1900,"R4",1.43370185743216
"327",12.6385042018682,7.90211754627645,1899,"R3",0.0647230319230352
"328",12.5865617675682,7.69712131728263,1900,"R3",0.14495843842561
"329",13.1072497395943,8.44912846050211,1890,"R3",0.180765879006189
"330",12.8863878472747,8.01763715990848,1899,"R3",0.238121731069034
"332",12.7116847022433,7.9359451033537,1900,"R3",0.116092138615247
"334",11.6775920865255,6.13122648948314,1899,"CD",-0.866832657703847
"335",12.0731125182739,6.32793678372919,1899,"CD",-0.598147446704058
"336",12.1084598166632,6.44571981938558,1899,"CD",-0.638744507938641
"337",12.3643576244959,6.5792512120101,1899,"CD",-0.468945313934578
"339",11.8313791960888,5.84643877505772,1910,"CD",-0.529419608460538
"340",12.1568824013394,6.16541785423142,1910,"CD",-0.409588313143618
"341",12.2209612580239,6.35088571671474,1910,"CD",-0.465095761639621
"342",12.2510460111729,6.42971947803914,1910,"CD",-0.485841584279026
"344",12.2165179033917,6.26720054854136,2014,"CD",-0.415580441565237
"345",12.4049235042753,6.40191719672719,2013,"CD",-0.314037685743495
"346",12.3991692754921,6.4723462945009,2013,"CD",-0.365203316088104
"347",12.9222036624805,7.75018416225784,1890,"R3",0.446386375793017
"348",12.5875865328158,8.05579245097777,1890,"R3",-0.0852814212553188
"349",12.8405308297414,8.26100978602383,1900,"R3",0.0353424697058431
"350",12.5752194909642,7.84031298332016,1900,"R3",0.0412887793587796
"351",12.5738358864543,7.84031298332016,1900,"R3",0.0399051748488791
"352",12.5371733383495,7.86748856869913,1900,"R3",-0.0142796965473205
"353",12.4972486072362,7.86748856869913,1900,"R3",-0.0542044276605856
"354",12.0382455348867,7.3125534981026,1900,"R2",-0.126631785081836
"355",11.9096861324482,7.13489085156588,1900,"R1",-0.11336500487706
"356",12.3875605215756,7.67322312112171,1940,"R2",-0.00987001289710055
"357",12.6603279178078,8.15651022607997,1900,"R3",-0.0774810261966469
"358",12.7149964620066,7.96241568012106,1900,"R3",0.102336151820068
"359",12.7955245897514,7.9043348420851,1900,"R3",0.220313747788141
"360",12.9736313236039,8.04076899436758,1900,"R3",0.310450221168411
"361",12.6581032227857,8.04076899436758,1900,"R3",-0.00507787964985883
"362",11.9582521065035,7.25417784645652,1900,"R1",-0.141713116011835
"363",11.7215643300816,7.08170858610557,1900,"R1",-0.267195849541576
"364",12.857616276235,8.20658361432075,1899,"R3",0.0875209220277587
"365",12.8002278768832,7.98104975966596,1900,"R3",0.175552651048335
"366",12.3592228250238,7.91425227874244,1900,"R3",-0.222382599757292
"367",12.5227065399317,8.00034949532468,1907,"R3",-0.11441280450935
"368",12.5289710299814,8.1285852003745,1900,"R3",-0.190832365236988
"369",13.5357966551617,8.36264243156764,1899,"A",-0.285536614558293
"370",13.5357966551617,7.36770857237437,1899,"A",0.355978645966291
"371",11.3193407158976,7.62997570702779,1890,"R3",-1.07896834472885
"372",12.5076576231509,7.74500280351584,1890,"R3",0.0351811823624494
"374",12.5514338295686,7.95717732345947,1890,"R3",-0.0578488834967837
"375",12.7013784576381,7.98786409608569,1890,"R3",0.0723094715917879
"376",12.784930679688,7.97384437594469,1890,"R3",0.164901354253894
"377",12.5964241158283,7.92732436030979,1900,"R3",0.00639005055532848
"378",12.6151977144698,7.99429498641598,1900,"R3",-0.0180177927221377
"379",12.6316671249335,7.85902697975154,1988,"R3",0.0856699687245303
"381",12.6264263661321,7.40123126441302,2001,"CD",-0.736874363197594
"382",12.6264263661321,7.40123126441302,2001,"CD",-0.736874363197594
"383",12.4419349692522,7.21229446850034,1900,"R1",0.368975387235346
"384",12.1817799529611,7.33302301438648,1900,"R1",0.0309767998855333
"385",12.5006061929311,7.07665381544395,1900,"R1",0.515105237514561
"386",11.7018915644829,7.02375895473844,1910,"R1",-0.249503746591196
"387",11.8108053623985,7.08002649992259,1900,"R1",-0.176870238640954
"388",12.6257693358851,7.98820359702258,1890,"R3",-0.00351855419189733
"389",12.496126902127,7.81681996576455,1900,"R2",0.00610773339453239
"390",12.2160229763833,7.55799495853081,1900,"R2",-0.107110534160294
"391",12.4680522206296,7.39203156751459,1900,"R2",0.25192888673391
"392",11.8152498141589,6.50727771238501,1900,"R1",0.196872216456328
"394",12.6577850048037,6.88448665204278,2015,"CD",-0.372328194956815
"395",12.6666570528594,6.88141130364254,2015,"CD",-0.36147321817473
"396",12.663497492569,7.02108396428914,2015,"CD",-0.454691170241533
"397",12.7110813839746,8.2190566610606,1900,"R3",-0.0670563639605815
"398",12.6462611896967,8.17103418920548,1900,"R3",-0.100912541627193
"399",12.7645449227635,8.21093973337902,1890,"R3",-0.00835917780084391
"400",12.8027089257093,8.24590926477409,1900,"R3",0.00725710718753882
"401",12.6565111192811,8.13123654969612,1900,"R3",-0.0650018177677236
"402",12.6168569151159,8.0040315078527,1910,"R3",-0.0226365240494593
"403",12.55954245852,8.03203531439882,1900,"R3",-0.0980073258849951
"404",12.608533244618,7.93307977188041,1900,"R3",0.0147881946207799
"405",12.2746654369958,8.31311670281925,1900,"R3",-0.564120515477015
"406",12.7863310440115,8.1605182474775,1924,"R3",0.0459378006918361
"407",12.8106617991083,8.04173471148754,1900,"R3",0.146858019834466
"408",12.7739400096634,8.04334217044161,1900,"R3",0.109099770085958
"409",12.252956231429,7.85321638815607,1900,"R2",-0.260530688628743
"410",12.6391529206713,8.24800570160062,1900,"R2",-0.128886969844268
"411",12.6359051100866,7.61677580869837,2004,"R2",0.274870776226281
"412",12.2783933071098,7.20042489294496,1900,"R1",0.213087011574667
"415",12.5248899469127,7.10987946307227,1991,"CD",-0.650552438855401
"416",12.2802520437044,7.15929190479756,1991,"CD",-0.927050585971974
"417",12.1626430876028,7.10987946307227,1991,"CD",-1.01279929816523
"418",12.2802520437044,7.15929190479756,1991,"CD",-0.927050585971974
"419",12.7041169349314,8.13211877295581,1900,"R3",-0.0179648436328567
"420",12.7708181112856,8.12592680270789,1900,"R3",0.0527288025423418
"421",12.6231368894817,7.93379687481541,1954,"R3",0.0289294645517497
"422",11.7191262955541,7.36010397298915,1900,"R1",-0.449138167188159
"423",12.036469861144,7.12447826249342,1900,"R1",0.0201325719100276
"424",12.0650849522292,7.12447826249342,1900,"R1",0.0487476629952295
"425",11.9342639222347,6.89972310728487,1900,"R1",0.0628446701301067
"426",11.9217183631711,7.07496319796604,1900,"R1",-0.0626925128378737
"427",12.3596517334585,7.07496319796604,1900,"R3",0.319204646324297
"428",12.4439077455874,7.46336304552002,1900,"R2",0.181791171765821
"429",11.86639527796,7.12447826249342,1900,"R1",-0.149942011273953
"430",12.2175070231558,7.29165620917446,1900,"R1",0.0933764338667197
"431",11.9576112862317,7.12608727329912,1911,"R1",-0.059763463911545
"432",12.3004733209517,7.18538701558042,1911,"R1",0.244863175292329
"433",12.8161099193671,8.00436556497957,1899,"R4",1.2166773757997
"434",12.0748243589202,7.11314210870709,1940,"R1",0.065796415510995
"435",12.2581905997923,7.12447826249342,1900,"R1",0.241853310558315
"436",11.8754830720671,7.12447826249342,1900,"R1",-0.14085421716685
"437",11.9250351157971,7.08002649992259,1900,"R1",-0.0626404852423466
"438",12.0015054797889,7.06304816338817,1900,"R1",0.024777201412711
"439",12.1029318866107,6.95463886488099,1900,"R1",0.196103952596573
"440",12.1521443035046,7.11314210870709,1900,"R1",0.143116360095394
"441",12.1950116981707,7.11314210870709,1900,"R1",0.185983754761524
"442",12.0287386302473,8.0805469658245,1900,"R3",-0.660090584860811
"443",12.4587749990859,8.0805469658245,1900,"R3",-0.23005421602214
"444",12.7059384290598,8.0805469658245,1900,"R3",0.0171092139517533
"445",12.9570169248163,8.06085575293432,1900,"R4",1.32116053527362
"446",12.6638138982037,7.72090525193678,1900,"R3",0.206875120483369
"447",12.5205183552512,7.69984240739699,1900,"R2",0.10592418903348
